freq,currency,estruct,ecase,geo\TIME_PERIOD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,NAC,TOTAL,P1_NCH_AW50,LT,2237.22,2239.25,2294.09,2420.74,2602.77,2874.71,3376.29,4136.4,4851.22,4519.4,4414.84,4555.16,4769.29,5056.11,5324.23,5656.81,6146.45,6701.43,7322.94,7855.63,8572.96,9446.32,10787.5,12116.47,13109.2
A,NAC,TOTAL,P1_NCH_AW50,LU,20004.59,21046.28,21425.66,22064.53,22615.22,23479.54,24299.63,25263.54,26183.55,27295.91,27938.0,28909.68,29683.24,30587.86,31323.62,31920.04,32220.51,33227.69,34050.8,34652.87,36644.37,37292.28,39034.6,41519.16,42251.92
A,NAC,TOTAL,P1_NCH_AW50,LV,1170.16,1247.16,1374.95,1673.4,1935.15,2356.98,2917.52,3823.88,4642.06,4609.56,4569.08,4763.12,4864.94,5124.62,5499.13,5929.22,6270.33,6789.41,7382.71,7948.56,8477.19,9444.12,10200.49,11372.13,12471.89
A,NAC,TOTAL,P1_NCH_AW50,MT,,,,,,8062.04,8349.29,8544.02,9226.26,9416.0,9870.85,10837.76,11248.06,11576.4,11275.0,11550.06,12049.17,12370.71,12867.06,13825.55,14284.95,13208.43,14455.37,15084.08,16840.6
A,NAC,TOTAL,P1_NCH_AW50,NL,18403.94,19574.88,20355.05,21180.41,22058.14,22500.82,22132.84,22804.18,23477.1,24123.0,24649.91,25189.88,25502.92,26355.59,26827.59,27452.77,27912.53,28340.88,28833.33,29708.48,30714.76,31359.65,33045.74,34869.57,36975.73
A,NAC,TOTAL,P1_NCH_AW50,NO,168289.14,184343.96,194014.31,199344.67,206935.89,214040.62,225333.86,237397.19,250197.73,257304.7,266036.54,277701.22,285314.54,296561.16,303902.77,314518.49,317918.98,323229.38,333834.0,346127.91,354997.69,372296.65,389530.97,411108.56,431509.32
A,NAC,TOTAL,P1_NCH_AW50,PL,13462.98,14468.87,14774.2,15450.73,15771.44,16291.32,17091.3,18855.47,19346.7,20016.44,20936.99,22227.68,23475.65,24320.54,25991.09,26938.76,27770.59,29698.68,31906.01,34105.77,38824.61,39049.17,44262.54,50096.41,56095.04
A,NAC,TOTAL,P1_NCH_AW50,PT,6957.6,7233.74,7488.46,7780.61,8044.33,8314.08,8548.73,8962.69,9222.88,9419.38,9587.48,9595.33,9675.32,9753.05,9681.9,9764.47,9814.69,9998.1,10269.08,10700.32,10810.6,11391.26,12026.23,12993.6,13976.33
A,NAC,TOTAL,P1_NCH_AW50,RO,,,,,,,,,12655.44,13642.35,14731.58,15575.04,16081.92,16527.36,17694.72,18730.44,20405.7,22841.1,25153.5,27803.82,29914.26,32184.21,36300.8,42136.41,51012.52
A,NAC,TOTAL,P1_NCH_AW50,SE,175175.5,184750.5,190308.0,195096.0,202853.0,208950.0,214702.0,223007.0,233370.0,238060.5,241949.0,247272.5,254928.0,261670.0,268220.0,272107.5,279242.5,286377.5,294097.5,299027.0,305016.0,312960.0,324456.0,339398.5,353060.95
A,NAC,TOTAL,P1_NCH_AW50,SI,4443.79,5202.63,5881.4,6596.0,7203.03,7533.34,7942.24,8489.9,9153.74,9333.88,9819.0,10084.82,10180.81,10259.18,10621.42,10718.56,10841.3,11115.12,11649.41,12209.81,12863.5,13781.79,14621.82,15660.1,16919.35
A,NAC,TOTAL,P1_NCH_AW50,SK,5128.67,5455.78,5606.54,5795.87,6065.73,5866.39,6055.08,5854.77,5976.06,5846.76,6052.92,6266.71,6475.69,6758.4,7039.84,6935.12,7180.41,7496.28,8139.55,8579.62,8735.08,9378.92,10148.04,11179.27,12247.36
A,NAC,TOTAL,P1_NCH_AW50,TR,3313155150.03,4747997556.63,6416018068.05,7676164855.53,8480.09,9560.24,9504.34,8125.92,8966.43,9565.23,10500.15,11479.91,12799.27,14372.61,16148.62,18324.7,20747.25,23127.79,27881.05,34521.0,41980.45,50212.51,88473.98,182516.99,333788.89
A,NAC,TOTAL,P1_NCH_AW50,UK,13441.61,13948.78,14459.69,15210.34,15924.61,16482.71,17074.68,18068.22,18128.57,18100.37,18611.99,18417.29,18804.27,18903.02,18885.35,19352.03,19991.58,20791.82,21384.68,22132.09,,,,,
A,NAC,TOTAL,P1_NCH_AW50,US,18139.57,18601.61,19163.27,19797.15,20193.52,20703.58,21664.67,23122.65,24929.26,24332.77,25136.19,25848.23,26269.47,26788.61,27560.65,27847.12,28356.91,29086.58,29964.97,30769.98,35952.44,36585.64,35224.02,36776.66,38336.23
A,NAC,TOTAL,P1_NCH_AW67,AT,26101.46,26217.38,26811.34,27955.96,28497.76,29437.11,30404.37,31343.07,32196.75,32730.58,33311.98,34340.49,35219.34,36285.17,37040.72,37931.06,38928.66,39607.83,40471.26,41573.53,42116.21,43283.2,46845.7,49040.89,53211.22
A,NAC,TOTAL,P1_NCH_AW67,BE,27976.38,28868.59,29834.5,30009.59,30651.21,31509.03,32405.46,33238.85,35017.74,36221.14,37289.16,38408.4,39495.0,39625.31,39787.96,39769.45,39528.64,40339.19,41055.61,42012.09,42426.28,43352.83,46479.38,49745.72,51385.64
A,NAC,TOTAL,P1_NCH_AW67,BG,,,,,,,,,5261.58,5843.11,6216.75,6705.22,7104.02,7498.07,7963.33,8566.29,9257.07,10232.73,10966.37,12266.77,13313.17,15012.15,17251.92,19911.84,22294.53
A,NAC,TOTAL,P1_NCH_AW67,CH,52049.36,53449.28,54608.63,55197.7,55988.74,56572.8,57359.36,59249.55,59036.93,59553.65,60443.79,61083.57,63616.0,64384.76,61804.99,61601.04,63455.84,63691.93,64480.7,65567.15,66863.84,69450.31,68564.8,69408.72,70881.75
A,NAC,TOTAL,P1_NCH_AW67,CY,,,,,,11680.25,12456.28,13296.17,,,,,,,15472.9,,,15831.48,16333.5,16757.93,17117.12,17893.93,19566.0,21154.93,22189.09
A,NAC,TOTAL,P1_NCH_AW67,CZ,145553.96,157469.83,169258.18,177402.3,189112.86,198130.73,211273.11,226767.2,246611.94,251471.08,258645.41,265815.24,272771.38,271423.79,279613.54,288157.89,300409.27,319704.78,343810.71,368067.65,379682.19,400189.61,429962.84,464709.61,492820.65
A,NAC,TOTAL,P1_NCH_AW67,DE,27772.84,28430.51,29424.12,30158.04,30849.38,31302.79,31620.06,32240.4,32830.08,32499.59,33366.99,34733.42,35571.16,35881.5,36736.58,37655.4,38454.86,39127.21,40334.54,41586.46,40961.28,42442.36,46719.09,48507.51,50920.64
A,NAC,TOTAL,P1_NCH_AW67,DK,188739.0,195707.0,202675.0,208571.0,212055.0,214601.0,221702.99,232087.99,240730.99,245924.16,254568.91,261525.93,265207.16,266219.94,268992.0,272322.01,274322.0,277950.15,283667.0,290691.01,295850.0,306558.99,318236.0,331033.0,344241.24
A,NAC,TOTAL,P1_NCH_AW67,EE,3502.53,3932.92,4401.94,4769.29,5117.77,5638.83,6658.62,7983.87,8970.9,8513.54,8745.66,9336.17,9908.92,10532.88,11077.05,11694.09,12579.93,13439.43,14105.05,15075.54,15440.18,16574.96,18128.51,20222.84,21452.72
A,NAC,TOTAL,P1_NCH_AW67,EL,13093.25,13473.83,14882.42,16507.96,18400.71,18887.19,20420.45,20536.28,20463.35,21080.26,20725.89,20571.66,20049.69,17974.62,18001.46,17070.76,16722.58,16639.9,16694.36,16990.41,15609.87,16467.16,18190.15,19712.57,20645.66
A,NAC,TOTAL,P1_NCH_AW67,ES,15154.52,15679.75,16276.05,16962.0,17540.1,18039.67,18522.26,19174.76,20275.76,21030.79,21571.91,22206.76,22536.52,22651.8,22794.63,23042.25,23019.19,23107.08,23430.82,23753.45,22652.99,23995.41,25047.98,26428.78,27711.32
A,NAC,TOTAL,P1_NCH_AW67,FI,22254.8,23006.95,24147.64,24611.62,25541.28,26657.05,27867.52,29542.42,31048.66,31681.7,32280.66,33029.43,34072.96,34923.69,35209.53,35486.11,36333.85,36192.2,36664.96,37229.47,38236.71,39918.32,41248.75,42962.6,42508.07
A,NAC,TOTAL,P1_NCH_AW67,FR,23641.5,24450.67,25220.23,25997.81,27512.82,28331.0,29056.04,30081.82,31232.8,31736.86,32366.53,33174.97,33623.57,33116.5,33287.31,33419.97,33218.95,33056.58,33875.42,34229.62,32050.64,34261.42,36321.08,37611.57,39033.27
A,NAC,TOTAL,P1_NCH_AW67,HR,,,,,,,,,,,,,,8762.97,9027.63,9197.78,9305.71,9596.66,10050.09,10338.41,10911.07,11330.22,12415.18,14172.45,15610.94
A,NAC,TOTAL,P1_NCH_AW67,HU,1047498.59,1193038.19,1328129.73,1432963.84,1557589.32,1662588.84,1799251.75,1951998.81,2112946.13,2161835.26,2162723.66,2277825.75,2392096.9,2526667.83,2628793.71,2731518.85,2878400.41,3086891.56,3338242.13,3693253.56,3987668.89,4257903.25,4752159.33,5529716.16,6248027.89
A,NAC,TOTAL,P1_NCH_AW67,IE,21704.61,23768.76,24468.93,25887.86,27269.73,28244.93,29188.94,30411.85,31746.14,30970.23,31150.7,30957.69,31549.01,31941.21,32182.53,32450.9,33178.09,33765.11,35074.92,39283.13,40149.62,41713.59,42750.02,45644.23,47736.16
A,NAC,TOTAL,P1_NCH_AW67,IS,1903712.78,2098202.06,2216648.94,2380193.73,2550207.61,2932738.8,3257612.63,3582529.13,3845078.48,3610756.82,3826131.48,4096930.74,4419821.1,4805343.31,5172841.13,5522363.24,5963979.42,6067969.03,6231040.2,6462262.44,6780577.97,7003491.24,7438969.93,7994755.03,8415888.93
A,NAC,TOTAL,P1_NCH_AW67,IT,19359.14,19897.17,20186.63,20608.38,21152.28,21800.5,22336.67,22835.77,23756.12,24264.06,24993.24,25549.87,26052.52,26533.04,26855.14,27034.79,27054.83,27061.16,27295.68,27654.48,28401.17,29190.2,29372.67,30218.12,31398.46
A,NAC,TOTAL,P1_NCH_AW67,JP,3822023.44,3866921.84,3821348.01,3699006.95,3710945.52,3762219.07,3773838.61,3775380.64,3775951.38,3652206.87,3637872.46,3688969.99,3752368.93,3715847.46,3826912.02,3918716.32,3963585.85,3971032.03,4022057.57,4035260.88,3928496.78,3932180.0,3992626.47,4084964.25,4207296.03
A,NAC,TOTAL,P1_NCH_AW67,LT,2997.88,3000.58,3074.08,3243.8,3487.71,3852.11,4524.23,5542.78,6500.65,6055.99,5915.87,6103.91,6390.87,6775.18,7134.46,7580.14,8236.25,8979.92,9812.72,10526.55,11487.76,12658.07,14455.25,16236.07,17566.34
A,NAC,TOTAL,P1_NCH_AW67,LU,26763.84,28157.87,28663.99,29518.45,30255.17,31411.11,32508.75,33798.04,35053.3,36576.51,37436.92,38738.96,39775.55,40987.75,41973.65,42772.87,43175.5,44525.11,45628.07,46434.84,49103.46,49971.64,52306.36,55635.68,56617.58
A,NAC,TOTAL,P1_NCH_AW67,LV,1568.01,1671.2,1842.43,2238.39,2591.17,3156.34,3908.05,5122.56,6218.92,6175.34,6121.1,6381.13,6517.59,6865.54,7367.37,7943.69,8400.78,9096.34,9891.36,10649.59,11357.96,12653.66,13667.19,15237.19,16710.87
A,NAC,TOTAL,P1_NCH_AW67,MT,,,,,,10803.12,11188.06,11449.0,12363.19,12617.44,13226.94,14522.59,15072.4,15512.38,15108.5,15477.09,16145.89,16576.73,17241.84,18526.24,19141.84,17699.3,19370.19,20212.66,22566.41
A,NAC,TOTAL,P1_NCH_AW67,NL,24827.84,26402.31,27451.49,28460.15,29637.69,30277.2,29810.16,30774.44,31699.15,32538.5,33241.43,33970.45,34409.51,35291.27,35910.09,36752.2,37371.8,37944.63,38605.9,39772.4,41114.42,41979.85,44233.77,46669.36,49485.91
A,NAC,TOTAL,P1_NCH_AW67,NO,225507.46,247020.91,259979.18,267121.86,277294.07,286814.44,301947.39,318112.22,335264.97,344788.29,356488.96,372119.64,382321.5,397391.94,407229.7,421454.75,426011.43,433127.38,447337.58,463811.4,475696.9,498877.52,521971.52,550885.44,578222.47
A,NAC,TOTAL,P1_NCH_AW67,PL,18040.4,19388.29,19797.42,20703.99,21133.72,21830.37,22902.34,25266.33,25924.57,26822.03,28055.55,29785.08,31457.36,32589.53,34828.06,36097.92,37212.6,39796.24,42754.04,45701.73,52024.96,52325.89,59311.81,67129.19,75167.34
A,NAC,TOTAL,P1_NCH_AW67,PT,9323.18,9693.21,10034.53,10426.01,10779.42,11140.87,11455.3,12010.02,12358.66,12621.97,12847.23,12857.74,12964.93,13069.09,12973.75,13084.4,13151.67,13397.46,13760.57,14338.42,14486.21,15264.29,16115.15,17411.43,18728.29
A,NAC,TOTAL,P1_NCH_AW67,RO,,,,,,,,,16958.29,18280.76,19740.32,20870.54,21549.77,22146.66,23710.92,25098.79,27343.64,30607.07,33705.7,37257.13,40085.11,43126.83,48643.07,56535.12,68356.79
A,NAC,TOTAL,P1_NCH_AW67,SE,234735.27,247564.99,255013.22,261428.92,271822.44,279992.64,287701.06,298829.06,312715.91,319001.97,324211.36,331345.03,341604.2,350637.41,359414.95,364624.34,374185.2,383746.06,394090.23,400697.23,408721.63,419366.92,434770.91,454794.38,473101.28
A,NAC,TOTAL,P1_NCH_AW67,SI,6057.43,7212.13,8140.16,9127.92,9967.99,10425.07,10917.6,11601.85,12382.23,12507.41,13157.45,13513.66,13642.28,13747.3,13961.21,14073.22,14264.58,14654.29,15222.14,15763.54,16377.27,17327.83,18382.62,20157.73,21590.33
A,NAC,TOTAL,P1_NCH_AW67,SK,6872.42,7310.75,7512.76,7766.48,8128.07,7860.97,8113.8,7845.39,8007.92,7834.66,8110.9,8397.4,8677.42,9056.25,9433.38,9654.47,9939.68,10304.34,10906.99,11496.69,11704.99,12567.74,13598.38,14980.22,16411.47
A,NAC,TOTAL,P1_NCH_AW67,TR,4439627872.24,6362316938.37,8597464257.27,10286060737.45,11363.32,12810.7,12735.81,10888.73,12015.03,12817.4,14070.18,15383.08,17151.03,19259.29,21639.14,24555.11,28209.3,31399.23,37666.58,48670.16,57459.8,68490.75,118555.13,244572.78,447277.12
A,NAC,TOTAL,P1_NCH_AW67,UK,18192.95,18874.4,19561.67,20583.26,21545.48,22299.56,23099.59,24437.72,24529.9,24503.42,25188.78,25010.98,25549.07,25691.15,25679.67,26312.33,27169.33,28244.09,29050.73,30062.02,,,,,
A,NAC,TOTAL,P1_NCH_AW67,US,24202.39,24823.47,25573.17,26400.62,26916.96,27591.24,28870.87,30820.57,32834.33,32438.99,33493.11,34430.25,35007.24,35714.49,36729.02,37173.62,37863.09,38854.63,40040.87,41123.84,46844.33,47963.51,47090.95,49171.48,51261.29
A,NAC,TOTAL,P1_NCH_AW80,AT,31165.93,31304.33,32013.54,33380.26,34027.18,35148.8,36303.73,37424.56,38443.87,39081.3,39775.49,41003.59,42052.94,43325.57,44227.72,45290.81,46481.99,47292.94,48323.9,49640.03,50288.01,51681.42,55682.94,58488.38,63446.53
A,NAC,TOTAL,P1_NCH_AW80,BE,33517.57,34661.15,35840.67,36075.94,36908.92,37933.17,39003.53,39998.63,42122.68,43559.56,44834.82,46171.23,47468.65,47654.81,47867.04,47844.95,47543.08,48506.25,49477.8,50629.32,51155.23,52208.79,55939.52,59877.99,61833.92
A,NAC,TOTAL,P1_NCH_AW80,BG,,,,,,,,,6282.5,6976.86,7422.98,8006.24,8482.41,8952.92,9508.47,10228.4,11053.23,12218.18,13094.16,14646.89,15896.32,17924.96,20599.3,23775.32,26620.33
A,NAC,TOTAL,P1_NCH_AW80,CH,62148.48,63820.04,65204.34,65907.7,66852.22,67549.61,68488.79,70745.73,70491.86,71108.85,72171.69,72935.61,75959.4,76877.32,73797.0,73553.46,75768.17,76050.06,76991.88,78289.13,79837.43,82925.74,81868.43,82876.09,84634.93
A,NAC,TOTAL,P1_NCH_AW80,CY,,,,,,13946.56,14873.17,15876.02,,,,,,,18475.1,,,18903.26,19502.69,20009.47,20438.35,21365.88,23362.39,25259.62,26494.43
A,NAC,TOTAL,P1_NCH_AW80,CZ,173795.76,188023.68,202099.32,211823.63,225806.4,236574.0,252266.4,270766.79,294462.0,300263.99,308830.34,317391.32,325697.19,324088.11,333866.9,344069.13,358697.63,381737.06,410520.26,439483.76,453351.86,477838.33,513388.45,554877.17,588442.58
A,NAC,TOTAL,P1_NCH_AW80,DE,33161.6,33946.88,35133.28,36009.6,36835.08,37376.46,37755.3,38496.0,39200.1,38805.48,39841.2,41472.74,42473.05,42843.58,43864.57,44961.66,45916.27,46719.06,48160.65,49655.48,48909.0,50677.44,55667.57,57958.82,60830.52
A,NAC,TOTAL,P1_NCH_AW80,DK,225360.01,233680.01,242000.01,249040.0,253200.0,256240.0,264720.0,277120.0,287439.99,293640.8,303458.4,311765.28,316160.79,317370.08,320680.0,324790.0,327180.01,331516.0,338410.0,346890.0,353050.0,365293.01,379258.01,394681.0,410423.33
A,NAC,TOTAL,P1_NCH_AW80,EE,4182.12,4696.01,5256.04,5694.67,6110.75,6732.93,7950.6,9532.96,10711.52,10165.41,10442.57,11147.66,11831.53,12576.57,13226.32,13963.08,15020.83,16047.08,16841.86,18000.62,18436.03,19790.99,21645.98,24146.66,25615.19
A,NAC,TOTAL,P1_NCH_AW80,EL,15633.72,16088.15,17770.05,19711.0,21971.01,22551.87,24382.62,24520.93,24433.85,25170.45,24747.34,24563.19,23939.92,21462.23,21494.28,20383.0,19967.28,19868.53,19933.56,20287.05,18638.64,19662.28,21719.58,23537.41,24651.52
A,NAC,TOTAL,P1_NCH_AW80,ES,18094.96,18722.07,19434.09,20253.15,20943.4,21539.92,22116.14,22895.24,24209.88,25111.4,25757.48,26515.54,26909.29,27046.93,27217.46,27513.13,27485.61,27590.54,27977.09,28362.34,27048.36,28651.25,29908.03,31556.76,33088.14
A,NAC,TOTAL,P1_NCH_AW80,FI,26572.91,27471.0,28833.0,29387.02,30497.07,31829.31,33274.66,35274.52,37073.02,37828.9,38544.07,39438.13,40684.14,41699.93,42041.24,42371.49,43383.7,43214.57,43779.06,44453.1,45655.78,47663.65,49252.24,51298.63,50755.9
A,NAC,TOTAL,P1_NCH_AW80,FR,30091.55,31057.66,32019.38,32974.77,34011.3,35092.93,36098.98,37278.0,38619.58,39276.15,39969.11,40893.26,41645.41,41056.79,41196.8,41884.91,41374.65,41129.65,42082.7,42635.95,41065.79,43164.82,45647.08,47540.13,49049.97
A,NAC,TOTAL,P1_NCH_AW80,HR,,,,,,,,,,,,,,10463.24,10779.25,10982.42,11111.31,11458.71,12000.1,12344.38,13028.14,13528.61,14824.09,16922.32,18639.94
A,NAC,TOTAL,P1_NCH_AW80,HU,1241664.02,1414744.09,1575348.91,1702968.75,1851775.37,1977729.99,2143819.98,2326204.56,2518380.47,2582583.71,2582356.5,2719791.96,2918227.63,3016916.84,3138858.2,3261515.09,3436896.0,3685840.75,3985960.67,4409855.12,4761395.7,5084063.59,5674219.9,6602646.07,7460331.58
A,NAC,TOTAL,P1_NCH_AW80,IE,25915.95,28380.6,29216.64,30910.88,32560.87,33725.29,34852.46,36312.65,37905.84,36979.38,37194.87,36964.41,37670.46,38138.75,38426.91,38747.34,39615.62,40316.54,41880.52,46905.22,47939.84,49807.26,51044.8,54500.56,56998.4
A,NAC,TOTAL,P1_NCH_AW80,IS,2273089.92,2505315.84,2646744.96,2842022.46,3045024.06,3501777.48,3889686.85,4277646.78,4591138.69,4311351.24,4568515.33,4891857.6,5277398.28,5737723.08,6176526.85,6593866.56,7121169.73,7245336.0,7440047.88,7716134.28,8096212.8,8362377.6,8882351.75,9545976.25,10048822.21
A,NAC,TOTAL,P1_NCH_AW80,IT,23115.39,23757.81,24103.45,24607.02,25256.45,26030.45,26670.65,27266.6,28365.5,28972.01,29842.68,30507.3,31107.47,31681.24,32065.85,32280.36,32304.26,32311.84,32591.84,33020.26,33911.85,34853.96,35071.86,36081.34,37490.71
A,NAC,TOTAL,P1_NCH_AW80,JP,4563609.97,4617220.19,4562803.47,4416724.71,4430979.95,4492201.69,4506075.81,4507917.29,4508598.8,4360843.98,4343728.15,4404740.14,4480440.54,4436832.61,4569447.22,4679064.4,4732639.78,4741530.9,4802456.86,4818222.06,4690742.33,4695140.54,4767315.09,4877569.33,5023637.17
A,NAC,TOTAL,P1_NCH_AW80,LT,3579.56,3582.8,3670.54,3873.2,4164.42,4599.54,5402.06,6618.24,7761.96,7231.03,7063.72,7288.27,7630.88,8089.78,8518.77,9050.91,9834.33,10722.29,11716.68,12569.03,13716.73,15114.1,17260.0,19386.35,20974.73
A,NAC,TOTAL,P1_NCH_AW80,LU,31932.67,33596.13,34199.17,35218.51,36097.47,37476.44,38786.32,40324.42,41836.03,43673.44,44700.8,46255.48,47493.18,48940.59,50117.8,51072.09,51552.84,53164.3,54481.27,55444.59,58630.99,59667.64,62455.36,66430.64,67603.1
A,NAC,TOTAL,P1_NCH_AW80,LV,1872.26,1995.46,2199.92,2670.44,3092.84,3767.62,4665.5,6115.66,7424.74,7372.71,7307.95,7618.43,7781.37,8196.84,8796.02,9484.17,10029.94,10860.47,11809.75,12715.11,13560.9,15108.01,16318.2,18192.81,19952.44
A,NAC,TOTAL,P1_NCH_AW80,MT,,,,,,12899.24,13358.86,13670.44,14762.0,15065.6,15793.36,17340.4,17996.88,18522.24,18040.0,18480.1,19278.68,19793.11,20587.27,22120.89,22855.92,21133.48,23128.59,24134.52,26944.97
A,NAC,TOTAL,P1_NCH_AW80,NL,29740.24,31608.6,32878.16,34006.16,35377.98,36142.43,35681.05,36869.34,37986.6,38973.87,39811.4,40685.0,41220.41,42124.45,42855.52,43863.53,44605.37,45288.66,46079.04,47468.33,49067.09,50101.19,52789.32,55692.74,59052.52
A,NAC,TOTAL,P1_NCH_AW80,NO,269262.61,294950.34,310422.89,318951.48,331097.43,342465.0,360534.21,379835.5,400316.37,411687.5,425658.48,444321.96,456503.28,474497.86,486244.41,503229.57,508670.35,517167.02,534134.44,553804.66,567996.32,595674.65,623249.58,657773.67,690414.91
A,NAC,TOTAL,P1_NCH_AW80,PL,21540.76,23150.2,23638.71,24721.18,25234.28,26066.12,27346.08,30168.75,30954.72,32026.31,33499.16,35564.28,37561.04,38912.87,41585.74,43102.01,44432.95,47517.88,51049.61,54569.23,62119.36,62478.67,70820.07,80154.26,89752.05
A,NAC,TOTAL,P1_NCH_AW80,PT,11132.15,11573.99,11981.54,12448.97,12870.94,13302.52,13677.96,14340.33,14756.61,15071.02,15339.97,15352.52,15480.5,15604.87,15491.05,15623.15,15703.5,15996.96,16430.52,17120.5,17296.97,18226.01,19241.96,20789.78,22362.13
A,NAC,TOTAL,P1_NCH_AW80,RO,,,,,,,,,20248.69,21827.75,23570.52,24920.05,25731.08,26443.78,28311.55,29968.7,32649.13,36545.76,40245.6,44486.1,47862.82,51494.74,58081.27,67504.63,81620.04
A,NAC,TOTAL,P1_NCH_AW80,SE,280280.8,295600.59,304492.8,312153.8,324564.59,334319.59,343523.41,356811.41,373392.0,380897.8,387118.41,395636.2,407885.0,418672.0,429152.41,435373.0,446788.41,458203.81,470555.19,478443.59,488025.81,500736.81,519130.0,543038.81,564897.53
A,NAC,TOTAL,P1_NCH_AW80,SI,7355.44,8611.5,9719.59,10899.0,11902.06,12447.84,13035.94,13852.94,14784.75,14934.21,15710.39,16135.71,16289.29,16414.69,16670.1,16803.86,17032.33,17497.67,18175.69,18822.12,19554.96,20689.95,21949.4,24068.93,25779.49
A,NAC,TOTAL,P1_NCH_AW80,SK,8205.88,8729.25,8970.46,9273.4,9705.14,9386.24,9688.12,9367.64,9561.68,9354.83,9684.66,10026.74,10361.1,10813.44,11263.74,11527.73,11868.28,12303.7,13023.28,13727.4,13976.11,15006.26,16236.87,17886.82,19595.78
A,NAC,TOTAL,P1_NCH_AW80,TR,5301048240.05,7596796333.81,10265628960.08,12281863282.45,13568.15,15296.36,15206.94,13001.47,14346.31,15304.37,16800.23,18367.86,20478.84,22996.17,25837.78,29319.54,33915.58,37724.46,45149.67,58113.62,68608.72,81780.0,141558.35,292027.19,534062.25
A,NAC,TOTAL,P1_NCH_AW80,UK,21826.32,22641.06,23463.17,24691.95,25843.79,26747.73,27706.86,29308.53,29425.04,29399.88,30218.09,30053.23,30706.84,30882.07,30875.32,31634.92,32658.2,33942.89,34913.0,36126.08,,,,,
A,NAC,TOTAL,P1_NCH_AW80,US,28838.67,29581.36,30474.86,31450.32,32058.42,32858.3,34381.47,36707.22,38879.41,38637.85,39883.7,40992.97,41689.07,42540.17,43740.12,44305.64,45132.52,46324.3,47745.95,49041.51,55173.44,56664.24,56165.66,58649.87,61145.19
A,PPS,FAM,CPL_CH2_AW100,AT,4049.55,3961.26,4008.79,4250.11,4253.19,4305.28,4319.98,4314.2,4287.42,4656.48,4661.5,4557.28,4532.27,4513.22,4539.93,4604.96,4617.91,4566.74,4608.07,4564.4,5269.42,4763.09,6599.37,5362.65,5984.05
A,PPS,FAM,CPL_CH2_AW100,BE,2642.74,2610.01,2711.17,2683.31,2736.31,2823.21,2852.96,2973.96,3198.08,3233.8,3168.71,3257.72,3335.93,3374.42,3393.33,3378.71,3353.98,3392.77,3430.0,3468.7,3596.87,3735.08,3741.26,4026.43,4148.51
A,PPS,FAM,CPL_CH2_AW100,BG,,,,,,,,,597.6,799.45,810.11,825.17,828.88,845.26,1057.1,1049.04,1050.11,1018.76,1064.7,1030.47,1000.59,994.14,1164.37,912.76,1140.95
A,PPS,FAM,CPL_CH2_AW100,CH,2246.51,2317.68,2395.82,2430.31,2474.39,2496.59,2548.28,2680.12,3468.45,3064.4,3045.84,3090.51,3155.07,3216.76,3238.6,3304.97,3272.34,3276.09,3268.42,3269.38,3267.74,3339.85,3453.48,3554.97,3554.97
A,PPS,FAM,CPL_CH2_AW100,CY,,,,,,736.32,729.0,751.91,,,,,,,1097.79,,,1157.88,1144.15,1155.76,1169.24,1145.23,1140.79,1271.81,1318.36
A,PPS,FAM,CPL_CH2_AW100,CZ,1929.91,1810.01,1861.69,1699.45,1549.18,1445.42,1242.0,2319.71,2008.87,1823.88,1779.3,794.33,791.44,803.33,812.86,803.17,793.23,788.64,1150.77,1133.18,1081.51,1426.64,1382.58,1585.48,1585.48
A,PPS,FAM,CPL_CH2_AW100,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.68,0.0,0.0
A,PPS,FAM,CPL_CH2_AW100,DK,1808.73,1810.52,1872.78,1925.54,1998.11,2031.37,2087.26,2172.77,2213.89,2223.46,2608.92,2579.68,2574.75,2622.33,2652.2,2608.47,2565.11,2629.88,2624.54,2554.75,2593.54,2651.25,2462.58,2505.53,2704.24
A,PPS,FAM,CPL_CH2_AW100,EA19,,,,,,872.18,872.48,939.37,963.17,998.54,979.31,966.71,974.34,993.88,989.08,984.23,977.67,985.94,1018.65,1025.15,1179.48,1176.4,1046.86,,
A,PPS,FAM,CPL_CH2_AW100,EA20,,,,,,,,,,,,,,995.6,988.85,984.16,977.48,987.96,1019.31,1064.61,1287.67,1160.83,1633.19,1673.51,1802.71
A,PPS,FAM,CPL_CH2_AW100,EE,478.91,455.48,551.43,551.3,719.03,702.59,660.8,628.06,609.32,621.3,630.06,620.09,609.65,599.62,594.33,1393.69,1523.36,1484.16,1590.55,1696.33,1675.16,1581.52,1450.79,1902.35,1902.35
A,PPS,FAM,CPL_CH2_AW100,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.74,721.55,725.77,730.15,736.44,1160.89,1160.05,1140.48,1155.15,769.09,783.84,783.84
A,PPS,FAM,CPL_CH2_AW100,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
