freq,currency,estruct,ecase,geo\TIME_PERIOD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,EUR,NET,P1_NCH_AW100,IT,15290.8,15866.15,16104.1,16617.85,16958.72,17601.62,17984.55,18272.59,18917.81,19269.56,19705.17,19983.62,20327.68,20656.6,20930.61,21051.62,21092.75,21138.65,21294.82,21500.18,22507.69,23511.64,23839.29,24592.51,24797.02
A,EUR,NET,P1_NCH_AW100,JP,40238.07,37236.06,33721.18,30622.42,29935.37,29652.05,27470.38,24701.87,26075.19,29616.95,32591.39,34313.42,37554.86,29267.53,27698.05,29484.1,33249.13,31566.35,31002.4,33222.15,32440.76,30461.6,29072.64,26861.83,25819.3
A,EUR,NET,P1_NCH_AW100,LT,2270.4,2343.04,2510.39,2694.34,2871.84,3137.2,3751.73,4714.12,5667.32,5361.47,5245.02,5401.3,5635.73,5954.89,6284.47,6651.85,7217.25,7897.69,8690.66,9794.92,10787.57,11798.21,13297.64,14783.41,15909.06
A,EUR,NET,P1_NCH_AW100,LU,25591.03,27493.08,29222.58,29859.4,30419.68,31176.33,31969.4,32727.56,34156.3,35539.77,36167.09,36278.25,37354.34,37792.02,38443.48,38630.79,38935.73,41340.39,42063.48,42650.77,44374.32,44934.82,46884.89,48797.5,50409.61
A,EUR,NET,P1_NCH_AW100,LV,1670.31,1784.97,1891.44,2096.19,2333.7,2702.25,3371.65,4431.28,5443.86,5424.98,5068.61,5286.45,5462.67,5776.88,6264.34,6814.57,7212.23,7772.59,8474.82,9144.05,9786.84,11229.49,12147.46,13418.0,14550.22
A,EUR,NET,P1_NCH_AW100,MT,,,,,,11624.5,11950.15,12514.21,13542.87,13883.84,14473.93,15642.97,15999.95,16306.0,16010.0,16337.95,16926.2,17305.15,17890.15,19107.19,19652.9,18292.5,19784.81,20555.05,22859.04
A,EUR,NET,P1_NCH_AW100,NL,21176.15,23516.66,24412.39,25207.28,25562.89,26118.14,27543.04,28361.73,28976.84,30291.69,30901.41,31612.2,31732.71,32992.17,33723.85,34551.5,34975.7,35426.38,35838.18,37402.24,39142.87,40660.61,42311.5,45156.38,47892.48
A,EUR,NET,P1_NCH_AW100,NO,25488.81,27841.12,31706.91,30841.86,30584.86,33541.89,35049.0,36994.97,37977.11,36967.18,41684.47,44490.18,47783.08,47595.99,45903.97,44451.46,43662.09,44443.89,44692.89,45219.15,42534.89,46935.39,49209.04,45795.1,47231.87
A,EUR,NET,P1_NCH_AW100,PL,4153.75,4882.23,4750.55,4338.05,4289.22,4965.12,5356.19,6163.2,7195.04,6093.94,6896.23,7085.75,7235.5,7466.23,7991.17,8275.99,8200.43,8975.57,9618.59,10225.78,11376.35,11134.57,12503.72,14487.18,17002.36
A,EUR,NET,P1_NCH_AW100,PT,8676.61,9175.94,9499.25,9843.15,10158.59,10586.56,10882.77,11362.96,11715.22,12006.44,12189.88,12008.16,12253.01,11729.3,11663.77,11535.88,11704.24,11938.3,12401.75,12823.4,12934.79,13502.54,14213.56,15301.09,16946.92
A,EUR,NET,P1_NCH_AW100,RO,,,,,,,,,3957.79,3575.08,3872.44,4081.39,4000.73,4340.64,4610.25,5117.82,5518.93,6049.96,6669.59,7230.37,7629.63,8069.82,9083.98,10525.08,12654.52
A,EUR,NET,P1_NCH_AW100,SE,20684.65,20321.66,21700.56,22139.37,22945.65,23388.42,24243.82,26364.04,26789.77,25451.97,29043.96,31319.63,33473.42,34473.44,33923.28,33389.85,33711.94,33923.05,32688.36,32427.59,33366.68,35485.73,35188.72,34207.06,36147.03
A,EUR,NET,P1_NCH_AW100,SI,5731.72,6372.14,6948.28,7517.19,8011.04,8474.72,8915.99,9820.88,10556.93,10782.68,11284.13,11567.85,11707.47,11824.18,11980.57,12062.45,12202.35,12487.25,12902.38,13298.17,13896.79,14601.22,15668.4,17113.88,17864.75
A,EUR,NET,P1_NCH_AW100,SK,4196.64,4333.99,4549.97,4804.77,5247.64,5644.51,6018.99,6408.4,7023.15,7264.52,7493.69,7642.75,7797.27,7936.58,8250.32,8426.75,8654.34,8961.03,9464.61,9975.02,10250.84,10982.5,11846.85,13027.56,14069.86
A,EUR,NET,P1_NCH_AW100,TR,6874930772.44,4857838258.35,5126309581.16,5235964722.4,5463.04,6521.22,6022.52,5256.32,5764.23,5594.82,6629.01,6184.54,6956.76,7107.48,6879.9,7487.85,8108.39,7214.91,6127.23,6904.04,6445.15,5845.76,6285.77,8768.3,11439.8
A,EUR,NET,P1_NCH_AW100,UK,30322.73,31007.99,31745.34,29671.4,31602.41,32449.78,33695.55,35426.57,31196.54,28019.83,29829.08,29426.23,32361.69,31413.75,33290.73,37959.11,34651.93,33620.36,34278.53,35782.77,,,,,
A,EUR,NET,P1_NCH_AW100,US,26934.48,28537.22,27907.19,24109.63,22336.92,22909.51,23705.76,23068.07,22339.29,24080.76,25970.44,25726.08,28377.81,27376.96,28056.9,34159.7,34810.07,34916.19,35528.34,38469.36,41031.88,40787.2,46310.59,47398.22,49335.49
A,EUR,NET,P1_NCH_AW125,AT,24576.61,24749.04,25182.03,26012.26,26070.82,27163.83,27871.89,28559.05,29211.37,30245.17,30673.01,31429.9,32076.64,32860.98,33417.0,34115.49,36442.45,37044.47,37741.71,38596.94,39393.5,40249.6,42960.1,45852.99,49964.44
A,EUR,NET,P1_NCH_AW125,BE,21196.5,22192.39,23140.41,23728.85,24456.89,25081.0,25795.89,26387.1,27543.14,28629.96,29275.77,30045.15,30939.53,31312.6,31512.26,31710.68,32264.92,33062.95,34110.61,35246.75,35660.54,36262.44,38369.32,41344.43,42795.34
A,EUR,NET,P1_NCH_AW125,BG,,,,,,,,,3257.33,3689.2,4002.92,4245.56,4498.07,4747.57,5042.16,5423.93,5861.32,6415.92,6808.87,7616.27,8265.96,9320.85,10711.48,12362.99,13842.37
A,EUR,NET,P1_NCH_AW125,CH,46828.89,49551.77,52127.3,51150.11,51268.58,51657.22,51648.11,50902.29,52820.28,55953.96,62010.69,70026.14,74695.01,73922.51,72231.76,81938.57,82435.63,81120.1,78930.41,83206.9,87780.63,89919.44,95660.44,100054.21,104404.82
A,EUR,NET,P1_NCH_AW125,CY,,,,,,19008.95,20075.19,21245.63,,,,,,,22996.46,,,23439.02,24058.61,24378.44,24096.0,24598.78,26518.39,28241.51,29124.22
A,EUR,NET,P1_NCH_AW125,CZ,4294.8,4855.05,5739.71,5799.3,6146.34,6874.51,7776.32,8443.73,10183.45,10065.2,10795.59,11331.18,11392.37,10978.21,10643.17,11043.91,11578.73,12593.23,13828.28,14748.93,14733.26,17190.73,19314.96,21260.8,21306.81
A,EUR,NET,P1_NCH_AW125,DE,23100.44,24157.76,24744.05,24949.31,26117.3,26820.42,27005.53,27958.8,28782.75,28725.96,30604.97,31579.47,32333.16,32819.16,33536.26,34292.54,34990.65,35549.61,36728.73,38008.93,37691.92,39709.64,43175.75,46118.07,48253.91
A,EUR,NET,P1_NCH_AW125,DK,25969.19,27234.49,28538.56,29407.34,30401.99,30830.56,31712.33,33024.57,34243.59,35894.85,38687.81,39453.9,39904.44,40744.02,41753.64,42305.02,42802.81,43459.86,44386.14,45445.25,46352.77,48050.26,49838.06,51872.37,53794.24
A,EUR,NET,P1_NCH_AW125,EA19,,,,,,23829.63,24466.8,25261.1,26199.24,26661.57,27500.61,28098.04,28625.48,28736.23,29240.29,29943.43,30284.33,30630.4,31309.77,32127.31,32093.32,33422.37,34985.35,,
A,EUR,NET,P1_NCH_AW125,EA20,,,,,,,,,,,,,,28795.35,29184.5,29693.68,30029.12,30370.37,31051.25,31901.32,31863.82,33291.0,35292.83,37258.65,38870.88
A,EUR,NET,P1_NCH_AW125,EE,3795.3,4281.94,4706.17,5082.26,5518.8,6242.05,7485.7,9001.06,10221.88,9571.22,9684.65,10314.6,10925.1,11716.4,12302.96,13205.62,14216.38,15183.8,16097.12,17012.0,17355.77,18425.55,19898.77,22197.61,23547.6
A,EUR,NET,P1_NCH_AW125,EL,14419.92,14800.34,16099.17,17715.16,19353.95,19818.37,20955.44,21380.67,21573.85,22399.83,22374.73,21216.02,20688.03,18688.82,19008.84,18884.62,18072.23,17947.47,17922.13,18203.49,17164.04,18588.83,20213.97,21648.76,22507.02
A,EUR,NET,P1_NCH_AW125,ES,16884.11,17387.91,17959.9,18874.4,19431.24,19930.69,20414.14,21168.06,22684.94,23453.85,23577.88,24192.69,24218.8,24327.34,24461.81,25183.85,25162.15,25405.5,25717.71,26063.36,25002.09,26296.71,27442.5,28705.02,29922.26
A,EUR,NET,P1_NCH_AW125,EU15,24295.7,25176.44,25925.77,25900.34,26923.63,27661.38,28447.07,29464.84,29250.02,28903.64,30122.89,30588.21,31714.71,31631.16,32431.02,33988.37,33516.06,33570.57,34219.79,35219.41,,,,,
A,EUR,NET,P1_NCH_AW125,EU27_2020,,,,,,,,,,,,,,25553.62,25877.57,26308.38,26631.64,27061.1,27730.89,28552.34,28717.0,29995.83,31898.07,33905.17,35650.36
A,EUR,NET,P1_NCH_AW125,EU28,,,,,,,,,,,,,,27165.85,27841.38,29145.15,28822.27,29008.9,29695.58,30670.12,,,,,
A,EUR,NET,P1_NCH_AW125,FI,20812.05,22095.14,23320.39,24154.07,25278.08,26285.3,27649.71,29335.66,30886.55,32286.56,32991.48,33725.95,34692.04,35177.29,35149.54,35475.2,35875.99,36481.93,37200.6,38062.41,39257.01,40096.0,41393.21,42803.43,43526.77
A,EUR,NET,P1_NCH_AW125,FR,23148.93,23903.61,24727.25,25287.89,25878.48,26533.5,27504.17,28324.74,29307.81,29716.28,30199.61,30765.5,31183.0,31538.98,31925.01,32407.75,32302.98,32460.97,33241.86,33751.1,32845.61,34314.94,36289.83,37824.3,38791.9
A,EUR,NET,P1_NCH_AW125,HR,,,,,,,,,,,,,,9528.67,9570.22,9931.07,10115.21,10557.31,11031.94,11357.12,11818.93,12602.45,13654.78,15375.46,16865.87
A,EUR,NET,P1_NCH_AW125,HU,3123.02,3631.36,4368.62,4597.5,5053.08,5647.49,5720.16,6257.24,6673.58,6326.08,7309.1,7360.77,7871.02,8093.85,8098.03,8379.46,8923.4,10029.65,10733.67,11738.18,11936.52,12593.7,13334.31,15899.68,17353.8
A,EUR,NET,P1_NCH_AW125,IE,24627.16,28468.26,30121.79,31529.72,33001.33,34441.35,36082.15,38161.39,39799.4,37659.28,37281.32,36165.69,36643.83,36696.8,36891.93,37701.79,38991.95,39778.34,41177.42,45056.0,45790.32,47147.29,48398.29,51562.84,54142.23
A,EUR,NET,P1_NCH_AW125,IS,30563.0,30789.2,32287.62,31759.82,34169.77,45134.15,46283.59,51899.13,33779.07,26408.41,28496.62,30322.96,33000.68,35393.34,40106.15,45131.65,53847.62,61685.22,59785.21,57888.41,54040.42,57766.75,64638.85,66495.9,70138.61
A,EUR,NET,P1_NCH_AW125,IT,18448.56,19193.57,19491.02,19846.71,20272.8,21436.75,21799.73,22089.45,22757.24,23125.82,23559.06,23820.35,24180.38,24524.56,24696.57,24940.61,24984.13,25032.69,24986.11,25237.28,26100.96,26799.84,27315.63,27880.78,28929.8
A,EUR,NET,P1_NCH_AW125,JP,49723.17,46019.33,41667.5,37841.76,36994.21,36634.77,33916.92,30441.59,32140.38,36493.73,40147.79,42272.18,46272.78,36046.51,34127.27,36337.7,40983.25,38909.48,38183.71,40909.08,39980.62,37541.93,35827.98,33062.13,31625.36
A,EUR,NET,P1_NCH_AW125,LT,2780.27,2869.46,3068.85,3284.78,3506.65,3838.34,4614.13,5817.58,7017.42,6619.73,6474.17,6669.52,6962.55,7361.5,7747.42,8206.18,8901.12,9704.82,10604.85,12013.71,13175.26,14438.43,16312.71,18169.93,19557.26
A,EUR,NET,P1_NCH_AW125,LU,29975.13,32248.58,34420.13,35199.16,35843.38,36810.24,37791.57,38729.19,40392.39,41910.84,42704.43,42705.23,44044.81,44543.55,45373.04,45612.36,45983.11,48464.81,49384.32,50096.61,52253.23,52951.14,55088.05,57749.93,59676.09
A,EUR,NET,P1_NCH_AW125,LV,2065.48,2208.8,2341.89,2597.83,2894.72,3355.4,4180.41,5485.74,6719.45,6719.88,6296.89,6560.04,6780.31,7175.0,7776.42,8466.46,8941.98,9624.18,10583.88,11395.56,12153.84,13787.64,14812.62,16374.69,17900.79
A,EUR,NET,P1_NCH_AW125,MT,,,,,,13927.16,14341.49,14969.63,16491.31,16903.84,17545.62,18845.03,19323.24,19884.16,19555.83,20183.9,20993.86,21473.86,22227.65,23807.63,24509.53,22652.49,24699.37,25683.36,28584.54
A,EUR,NET,P1_NCH_AW125,NL,24960.84,28249.06,29335.55,30296.79,30867.08,31563.83,33554.98,34515.39,35297.2,36747.35,37428.25,38249.29,38246.07,39536.5,40401.04,41317.75,41707.0,42268.66,42760.59,44543.2,46600.83,48344.68,50379.7,53615.34,56665.83
A,EUR,NET,P1_NCH_AW125,NO,30150.56,32988.52,37513.8,36439.49,36129.97,39746.53,41870.2,44240.84,45421.28,44180.63,49816.85,53185.73,57097.45,56874.48,54885.39,53128.44,52182.65,53157.6,53441.56,54063.32,50924.89,56109.47,58865.48,54806.99,56481.61
A,EUR,NET,P1_NCH_AW125,PL,5153.35,6054.83,5890.38,5379.5,5319.38,6158.97,6646.26,7649.83,8933.97,7571.43,8570.45,8808.87,8996.81,9285.36,9941.38,10297.41,10204.9,11172.69,11976.53,12732.24,14162.2,13861.52,15418.39,17891.01,21023.03
A,EUR,NET,P1_NCH_AW125,PT,10475.75,11075.71,11465.92,11886.54,12271.24,12786.85,13145.16,13734.91,14156.02,14499.25,14704.7,14373.07,14774.46,13975.46,13893.54,13784.66,14063.73,14382.28,14911.97,15439.03,15577.38,16287.07,17121.1,18383.34,20381.53
A,EUR,NET,P1_NCH_AW125,RO,,,,,,,,,4898.46,4426.92,4797.77,5059.33,4960.91,5385.88,5722.8,6366.41,6873.9,7562.28,8336.99,9038.12,9537.24,10087.48,11355.02,13156.34,15818.16
A,EUR,NET,P1_NCH_AW125,SE,24432.61,23988.21,25623.83,26192.43,27045.58,27484.0,28491.15,30774.64,31241.0,29924.55,34065.93,36799.29,39465.77,40680.92,39886.68,39329.48,39469.5,39678.8,38323.72,38495.72,39773.05,42261.27,41877.16,41277.99,43108.98
A,EUR,NET,P1_NCH_AW125,SI,6857.6,7621.55,8308.35,8991.17,9585.41,10168.54,10701.55,11900.11,12798.73,13068.6,13688.85,14037.67,14200.81,14336.71,14532.19,14634.55,14809.41,15165.54,15684.46,16179.2,16930.99,17811.53,19074.13,20848.48,21864.76
A,EUR,NET,P1_NCH_AW125,SK,5121.73,5293.41,5548.45,5866.94,6433.41,6917.57,7380.54,7859.74,8623.64,8889.43,9175.89,9384.37,9573.47,9743.27,10132.25,10352.78,10637.27,11020.63,11648.84,12281.75,12603.87,13513.83,14591.05,16050.62,17319.12
A,EUR,NET,P1_NCH_AW125,TR,8724568183.72,5988869666.18,6315109069.95,6466031053.16,6763.2,8051.03,7479.77,6517.93,7082.33,6873.97,8149.01,7603.76,8555.7,8738.67,8416.56,9125.09,9820.51,8754.73,7442.38,8394.02,7833.63,7113.86,7611.25,10616.25,13887.03
A,EUR,NET,P1_NCH_AW125,UK,37815.1,38482.93,39500.98,37043.7,39430.57,40470.62,42008.35,44086.86,38415.92,34484.86,36725.74,36087.57,39534.7,38153.69,40444.62,46029.08,41936.53,40730.73,41533.08,43580.43,,,,,
A,EUR,NET,P1_NCH_AW125,US,32130.74,34115.21,33425.16,28978.65,26860.2,27549.8,28494.21,27754.42,26790.54,28893.96,31191.15,31000.5,34190.91,32949.93,33779.53,41130.09,41931.45,42086.05,42952.55,46517.5,49329.97,48515.79,56117.37,57404.49,59726.59
A,EUR,NET,P1_NCH_AW167,AT,31607.98,31721.71,32381.85,33665.68,33800.4,35063.32,36027.65,37004.56,37924.87,39108.71,39664.93,40757.14,41763.73,42713.04,43478.03,44428.21,47072.86,47862.64,48759.89,50009.25,50848.54,52044.59,55217.03,59465.11,65092.22
A,EUR,NET,P1_NCH_AW167,BE,26393.66,27665.1,28882.7,29653.85,30563.36,31353.14,32239.28,32965.9,34436.72,35740.05,36599.83,37582.02,38710.57,39163.41,39411.83,39501.52,40018.18,41063.12,42313.48,43660.08,44171.33,44970.98,47766.93,51457.11,53261.32
A,EUR,NET,P1_NCH_AW167,BG,,,,,,,,,4351.79,4928.78,5347.91,5672.06,6009.42,6342.75,6736.33,7246.37,7830.71,8571.67,9096.65,10175.34,11043.33,12452.65,14310.54,16569.57,18595.58
A,EUR,NET,P1_NCH_AW167,CH,60385.47,63907.14,67260.82,66047.73,66216.46,66745.71,66754.35,65749.78,68175.42,72230.33,80078.52,90392.91,96388.84,95351.97,93285.8,105792.96,106295.05,104626.75,101764.84,107245.24,113108.45,115772.48,123204.28,128924.96,134495.16
A,EUR,NET,P1_NCH_AW167,CY,,,,,,24227.31,25562.78,27028.11,,,,,,,29218.32,,,29772.63,30548.66,30949.25,30595.49,31225.22,33572.92,35721.53,36822.22
A,EUR,NET,P1_NCH_AW167,CZ,5623.8,6357.47,7498.11,7562.63,7996.88,8930.06,10022.89,10843.84,13270.52,13131.38,14092.81,14815.44,14888.33,14345.63,13916.17,14448.7,15160.45,16507.52,18149.16,19379.44,19368.15,22601.98,25382.97,27972.74,28053.4
A,EUR,NET,P1_NCH_AW167,DE,29430.08,30756.95,31585.43,31061.04,32836.7,34293.44,34592.46,36027.88,37174.6,36938.59,39184.66,40671.58,41705.41,42197.37,43126.48,44181.25,45091.98,45795.7,47363.86,48971.23,48289.76,50567.02,55250.9,59021.27,61847.14
A,EUR,NET,P1_NCH_AW167,DK,31985.05,33541.37,35088.98,36148.13,37141.49,37640.09,38740.32,40390.17,41877.94,43731.21,48151.31,49174.4,49772.27,50590.28,51707.57,52351.61,52942.42,53859.96,55154.94,56499.57,57789.9,59812.52,61779.14,64159.9,66504.02
A,EUR,NET,P1_NCH_AW167,EA19,,,,,,30382.97,31174.09,32252.55,33472.91,33992.43,35029.77,35867.01,36561.09,37014.71,37079.23,38111.65,38583.82,39039.43,39957.05,40945.41,40757.53,42289.84,44364.92,,
A,EUR,NET,P1_NCH_AW167,EA20,,,,,,,,,,,,,,36713.03,37183.72,37798.9,38264.64,38714.99,39634.25,40664.62,40474.57,42174.75,44793.5,47303.28,49385.15
A,EUR,NET,P1_NCH_AW167,EE,5016.92,5653.67,6220.44,6722.9,7279.32,8234.25,9882.36,11912.03,13534.67,12665.39,12816.93,13658.38,14474.0,15531.18,16314.83,17518.52,18856.0,20140.41,20684.51,22107.68,22642.43,24306.53,26584.76,29656.01,31459.6
A,EUR,NET,P1_NCH_AW167,EL,18283.17,18727.82,20341.67,22167.57,24055.26,24524.68,26043.8,27060.59,27409.86,28493.45,28174.05,26652.34,26041.63,22994.63,23367.0,23362.68,22698.69,22532.02,22491.1,22866.99,21500.77,23652.97,25674.76,27372.58,28388.16
A,EUR,NET,P1_NCH_AW167,ES,21871.1,22503.43,23213.13,24389.18,25139.94,25784.49,26390.25,27430.53,29283.97,30199.56,30438.42,31190.46,31020.43,31078.53,31164.64,32132.57,32171.41,32442.01,32812.0,33215.23,31957.55,33491.76,34882.01,36481.95,37925.75
A,EUR,NET,P1_NCH_AW167,EU15,31063.14,32156.55,33087.66,32837.21,34196.06,35181.85,36162.28,37508.89,37236.59,36771.12,38285.58,38886.91,40328.62,40460.91,40989.18,43070.54,42501.62,42582.76,43455.36,44667.07,,,,,
A,EUR,NET,P1_NCH_AW167,EU27_2020,,,,,,,,,,,,,,32574.81,32969.48,33498.11,33933.08,34502.14,35408.0,36421.06,36513.34,38048.82,40538.3,43112.56,45325.77
A,EUR,NET,P1_NCH_AW167,EU28,,,,,,,,,,,,,,34819.28,35289.72,37034.93,36654.25,36911.73,37829.64,39028.71,,,,,
A,EUR,NET,P1_NCH_AW167,FI,25940.48,27576.3,29201.26,30284.02,31734.92,33046.18,34821.66,37014.05,39051.99,40846.31,41685.59,42593.73,43770.78,44454.29,44365.73,44761.28,45166.07,45889.69,46778.73,47842.28,49306.94,50346.47,51982.9,53678.97,54522.39
A,EUR,NET,P1_NCH_AW167,FR,29854.2,30839.89,31940.05,32713.24,33392.63,34147.27,35103.0,36180.64,37446.43,37988.71,38608.02,39366.83,39930.27,40400.72,40913.73,41563.46,41428.78,41623.58,42638.41,43242.49,41988.13,43922.97,46451.13,48406.23,49705.9
A,EUR,NET,P1_NCH_AW167,HR,,,,,,,,,,,,,,12202.4,12257.91,12676.86,12922.88,13528.67,14162.78,14597.21,15183.88,16331.7,17737.62,20036.43,21999.93
A,EUR,NET,P1_NCH_AW167,HU,3991.46,4651.15,5590.02,5872.29,6425.15,7138.68,7287.39,7950.62,8507.11,8041.72,9173.2,9834.0,10394.04,10813.39,10818.96,11194.95,11921.67,13399.61,14340.19,15682.21,15947.19,16825.19,17814.64,21241.98,23184.67
A,EUR,NET,P1_NCH_AW167,IE,31117.59,35858.0,37815.28,39673.83,41584.05,43332.47,45271.22,47909.9,49978.69,46510.79,46020.61,44576.55,45215.34,45374.88,45635.57,46672.13,48359.89,49346.87,51056.15,55849.12,56759.76,58449.8,59981.63,63930.37,67076.59
A,EUR,NET,P1_NCH_AW167,IS,39497.7,36008.99,37676.22,41204.51,44400.71,58865.67,60525.37,67885.19,44232.55,34345.91,36648.47,38995.61,42307.55,45302.04,51266.58,57744.31,68397.6,78123.96,75892.03,73463.33,68417.54,73089.02,81778.54,84258.86,89077.7
A,EUR,NET,P1_NCH_AW167,IT,23573.46,24518.4,24868.3,25309.02,25862.58,26807.25,27330.56,27639.77,28525.96,29020.34,29593.15,29940.36,30422.56,30884.73,31032.88,30889.45,30945.3,31159.01,31378.67,31713.33,32405.25,33135.02,33876.5,34653.62,35984.62
A,EUR,NET,P1_NCH_AW167,JP,64786.71,59742.38,54307.36,48975.71,47875.06,47433.86,43781.43,39180.96,41368.33,47008.79,51776.85,54534.23,59703.27,46499.32,44018.06,46869.59,52868.75,50203.34,49311.13,52841.91,51597.71,48273.39,46047.41,42520.17,40686.05
A,EUR,NET,P1_NCH_AW167,LT,3636.86,3753.84,4007.06,4276.71,4573.13,5016.27,6062.97,7671.4,9285.6,8750.6,8548.14,8819.85,9227.43,9782.33,10301.08,10944.57,11891.9,12965.64,14168.08,15741.26,17186.59,18873.99,21414.97,24053.2,26023.94
A,EUR,NET,P1_NCH_AW167,LU,37210.77,40151.95,43076.01,44085.15,44979.14,46258.86,47571.26,48818.93,50865.14,52637.59,53698.84,53482.28,55286.43,55917.83,56992.16,57313.04,57816.04,60695.19,61942.08,62936.91,65906.51,66818.54,69388.51,73063.39,75415.27
A,EUR,NET,P1_NCH_AW167,LV,2729.36,2920.84,3098.65,3440.58,3837.22,4452.7,5539.13,7257.24,8862.45,8895.3,8360.4,8699.67,8993.96,9523.84,10316.73,11241.64,11876.93,12802.27,14140.06,15183.11,16153.48,18100.61,19502.85,21674.95,23713.81
A,EUR,NET,P1_NCH_AW167,MT,,,,,,17923.27,18485.77,19210.57,21070.88,21577.6,22445.15,24224.5,24906.36,25895.47,25668.93,26780.95,27875.98,28539.63,29576.92,31704.36,32668.66,30196.74,32955.84,34298.93,38203.38
A,EUR,NET,P1_NCH_AW167,NL,31660.05,35613.48,36940.73,38210.25,39000.43,39870.87,42561.75,43415.2,44307.23,46041.26,47027.47,48056.89,48175.59,49362.79,50176.26,51152.58,52131.13,52901.12,53525.52,55254.27,58013.05,59995.12,62486.98,66299.9,70057.48
A,EUR,NET,P1_NCH_AW167,NO,37982.3,41636.16,47269.37,45843.51,45445.76,50107.36,53329.82,56215.83,57714.68,56143.59,63306.73,67585.28,72560.28,72276.89,69827.09,67558.13,66355.57,67587.49,67947.6,68669.09,64724.96,71289.12,74547.37,69189.83,71266.35
A,EUR,NET,P1_NCH_AW167,PL,6832.66,8024.81,7805.3,7129.12,7050.05,8164.64,8771.64,10147.36,11769.11,10053.6,11383.14,11703.72,11955.79,12341.49,13217.74,13693.39,13572.43,14863.87,15937.85,16943.11,18562.87,18150.92,20315.03,23561.77,27037.05
A,EUR,NET,P1_NCH_AW167,PT,13311.99,14100.08,14587.01,15095.86,15564.91,16180.39,16626.07,17334.92,17856.43,18298.79,18519.91,17970.06,18610.68,17560.36,17467.23,17371.36,17815.49,18242.44,18911.31,19539.82,19708.07,20523.03,21463.69,23053.47,25571.2
A,EUR,NET,P1_NCH_AW167,RO,,,,,,,,,6478.89,5857.1,6363.49,6724.13,6600.22,7172.9,7636.72,8505.22,9183.43,10103.22,11138.09,12074.74,12741.65,13476.87,15170.38,17576.88,21133.06
A,EUR,NET,P1_NCH_AW167,SE,30691.67,29947.49,31867.81,32557.15,33587.28,34061.82,35241.19,37788.9,38290.2,36557.8,41552.26,44902.99,48180.88,49661.26,48597.57,47924.98,47781.5,47999.51,46362.97,46488.96,48263.83,51227.11,50718.08,49909.17,52195.34
A,EUR,NET,P1_NCH_AW167,SI,8729.61,9700.91,10573.91,11444.2,12202.4,12817.5,13522.93,15025.51,16119.86,16482.56,17190.24,17600.62,17842.74,18455.78,18666.86,18777.38,19167.76,19608.69,20235.48,20833.07,22028.44,23171.28,24761.2,26915.24,28239.11
A,EUR,NET,P1_NCH_AW167,SK,6602.93,6817.96,7139.84,7527.18,8455.47,9089.89,9702.86,10332.65,11353.49,11652.71,12033.87,12346.41,12592.31,12778.51,13293.88,13588.51,13968.58,14480.76,15318.34,16157.06,16556.97,17721.85,19087.53,20978.46,22690.27
A,EUR,NET,P1_NCH_AW167,TR,11770943242.87,8016326037.74,8299218070.43,8443349134.46,8846.56,10539.81,9765.14,8637.43,9246.49,8980.57,10576.8,9839.06,11054.62,11245.73,10851.02,11778.95,12696.86,11341.63,9651.82,10897.18,10166.27,9244.27,9838.07,13720.81,17998.38
A,EUR,NET,P1_NCH_AW167,UK,48601.14,49429.61,50533.36,47100.97,50133.29,51463.25,53428.75,56114.39,48804.29,44010.31,46749.95,45654.11,50008.47,48218.26,51057.47,58103.7,52965.54,51434.54,52443.87,54956.02,,,,,
A,EUR,NET,P1_NCH_AW167,US,40784.61,43368.6,42562.27,37141.32,34424.08,35309.89,36538.8,35627.49,34268.63,36980.15,39942.94,39861.53,43956.91,42312.51,43393.55,52840.32,53895.37,54131.42,55425.22,60038.37,62177.23,61956.16,72473.74,74143.19,77131.5
A,EUR,NET,P1_NCH_AW50,AT,11752.8,11864.77,12086.24,12503.69,12983.2,13616.29,13904.27,14183.75,14449.06,15140.02,15319.61,15644.71,15930.77,16135.38,16523.61,16832.55,17605.87,18080.86,18428.13,19042.15,19859.67,20279.3,22361.25,22910.64,24731.14
A,EUR,NET,P1_NCH_AW50,BE,11129.01,11600.67,12124.78,12677.74,13733.14,13238.66,13916.66,14244.26,14873.47,15448.23,15720.64,16155.9,16628.54,17057.94,17200.17,17433.61,18256.11,18658.25,19425.9,20123.43,20399.58,20658.87,21991.82,23681.9,24605.3
A,EUR,NET,P1_NCH_AW50,BG,,,,,,,,,1302.93,1475.68,1601.17,1698.22,1799.23,1899.03,2016.86,2169.57,2344.52,2566.37,2723.55,3046.51,3306.39,3728.34,4284.59,4945.19,5536.95
A,EUR,NET,P1_NCH_AW50,CH,20306.83,21498.21,22621.31,22166.85,22244.25,22419.82,22359.9,22075.44,22954.57,24338.84,26991.25,30409.82,32470.06,32143.83,31366.61,35562.89,35833.52,35267.8,34334.87,36204.94,38217.7,39198.69,41683.9,43582.97,45475.81
A,EUR,NET,P1_NCH_AW50,CY,,,,,,7795.87,8328.99,8786.07,,,,,,,9548.23,,,9769.51,10079.3,10239.22,10098.0,10349.39,11316.47,12235.47,12706.25
